web-scraper-order,web-scraper-start-url,CLICKER,PLAYER,TEAM,AGE,POSITION,GAMES_PLAYED,GAMES,FREQ_PCT,DFGM,DFGA,DFG_PCT,FG_PCT,DIFF_PCT
"1723585816-136","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2013-14","","Joe Johnson","BKN","33","G","78","78","100","288","633","45.5","44.1","1.4"
"1723585816-137","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2013-14","","Kelly Olynyk","BOS","23","C-F","70","70","100","304","633","48.0","46.4","1.6"
"1723585816-138","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2013-14","","Mario Chalmers","MIA","28","G","73","73","100","278","631","44.1","43.9","0.1"
"1723585816-139","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2013-14","","Andre Iguodala","GSW","30","F-G","63","63","100","285","629","45.3","44.9","0.4"
"1723585816-140","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2013-14","","Raymond Felton","NYK","30","G","65","65","100","272","625","43.5","43.7","-0.2"
"1723585816-141","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2013-14","","Kawhi Leonard","SAS","23","F-G","66","66","100","246","623","39.5","45.2","-5.7"
"1723585816-142","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2013-14","","Samuel Dalembert","DAL","34","C","80","80","100","293","621","47.2","48.4","-1.3"
"1723585816-143","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2013-14","","Marvin Williams","UTA","28","F","66","66","100","289","619","46.7","46.4","0.3"
"1723585816-144","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2013-14","","Andray Blatche","BKN","27","C-F","72","72","100","308","616","50.0","46.3","3.7"
"1723585816-145","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2013-14","","Jameer Nelson","ORL","32","G","68","68","100","286","616","46.4","43.7","2.8"
"1723585816-146","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2013-14","","Nene","WAS","31","F-C","53","53","100","288","614","46.9","46.1","0.8"
"1723585816-147","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2013-14","","Giannis Antetokounmpo","MIL","19","G-F","75","75","100","259","612","42.3","44.4","-2.1"
"1723585816-148","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2013-14","","Ramon Sessions","MIL","28","G","83","83","100","275","605","45.5","42.9","2.5"
"1723585816-149","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2013-14","","Ryan Kelly","LAL","23","F","57","57","100","283","598","47.3","45.7","1.6"
"1723585816-150","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2013-14","","Shaun Livingston","BKN","28","G","75","75","100","241","598","40.3","43.9","-3.6"
"1723585816-151","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2013-14","","Martell Webster","WAS","27","F-G","77","77","100","264","594","44.4","44.0","0.4"
"1723585816-152","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2013-14","","Iman Shumpert","NYK","24","G-F","74","74","100","275","586","46.9","44.7","2.2"
"1723585816-153","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2013-14","","Patrick Patterson","TOR","25","F","64","64","100","263","583","45.1","46.5","-1.4"
"1723585816-154","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2013-14","","Chris Paul","LAC","29","G","62","62","100","261","582","44.8","44.9","-0.1"
"1723585816-155","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2013-14","","Elton Brand","ATL","35","F","71","71","100","281","581","48.4","46.6","1.7"
"1723585816-156","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2013-14","","Marco Belinelli","SAS","28","G","80","80","100","273","581","47.0","44.7","2.3"
"1723585816-157","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2013-14","","Michael Kidd-Gilchrist","CHA","20","F","61","61","100","258","579","44.6","45.6","-1.0"
"1723585816-158","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2013-14","","Mo Williams","POR","31","G","74","74","100","269","575","46.8","43.2","3.6"
"1723585816-159","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2013-14","","JR Smith","NYK","28","G-F","74","74","100","271","572","47.4","44.6","2.8"
"1723585816-160","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2013-14","","Ian Mahinmi","IND","27","C","77","77","100","243","571","42.6","46.3","-3.7"
"1723585816-161","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2013-14","","Mirza Teletovic","BKN","28","F","68","68","100","252","568","44.4","44.9","-0.5"
"1723585816-162","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2013-14","","Courtney Lee","MEM","28","G","79","79","100","240","565","42.5","44.4","-1.9"
"1723585816-163","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2013-14","","Tim Hardaway Jr.","NYK","22","G","81","81","100","272","559","48.7","43.8","4.9"
"1723585816-164","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2013-14","","Avery Bradley","BOS","23","G","60","60","100","261","558","46.8","44.1","2.7"
"1723585816-165","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2013-14","","Derrick Williams","SAC","23","F","75","75","100","261","557","46.9","44.9","1.9"
"1723585816-166","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2013-14","","Chris Andersen","MIA","35","F-C","72","72","100","244","556","43.9","46.8","-2.9"
"1723585816-167","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2013-14","","Trevor Booker","WAS","26","F","71","71","100","254","554","45.8","46.2","-0.4"
"1723585816-168","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2013-14","","Mason Plumlee","BKN","24","F-C","68","68","100","271","553","49.0","46.4","2.6"
"1723585816-169","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2013-14","","Tayshaun Prince","MEM","34","F","76","76","100","248","552","44.9","45.7","-0.8"
"1723585816-170","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2013-14","","Ray Allen","MIA","38","G","73","73","100","279","550","50.7","44.1","6.6"
"1723585816-171","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2013-14","","Ersan Ilyasova","MIL","27","F","54","54","100","293","549","53.4","46.5","6.9"
"1723585816-172","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2013-14","","Kosta Koufos","MEM","25","C","79","79","100","248","548","45.3","48.1","-2.8"
"1723585816-173","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2013-14","","Ty Lawson","DEN","26","G","62","62","100","262","548","47.8","43.8","4.0"
"1723585816-174","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2013-14","","Amar'e Stoudemire","NYK","31","F-C","64","64","100","258","548","47.1","46.5","0.5"
"1723585816-175","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2013-14","","Hollis Thompson","PHI","23","G-F","75","75","100","258","547","47.2","44.3","2.9"
"1723585816-176","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2013-14","","Kevin Martin","MIN","31","G","68","68","100","244","544","44.9","44.3","0.6"
"1723585816-177","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2013-14","","Rodney Stuckey","DET","28","G","73","73","100","261","543","48.1","44.0","4.1"
"1723585816-178","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2013-14","","Robert Sacre","LAL","25","C","64","64","100","269","542","49.6","46.8","2.8"
"1723585816-179","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2013-14","","Steven Adams","OKC","20","C","78","78","100","250","535","46.7","47.7","-0.9"
"1723585816-180","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2013-14","","D.J. Augustin","CHI","26","G","68","68","100","232","533","43.5","42.6","0.9"
"1723585816-181","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2013-14","","Cody Zeller","CHA","21","C-F","80","80","100","236","533","44.3","45.9","-1.6"
"1723585816-182","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2013-14","","Aaron Brooks","DEN","29","G","69","69","100","245","530","46.2","43.6","2.6"
"1723585816-183","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2013-14","","Jamal Crawford","LAC","34","G","69","69","100","216","514","42.0","44.4","-2.4"
"1723585816-184","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2013-14","","Jeremy Lamb","OKC","22","G","75","75","100","227","511","44.4","43.4","1.1"
"1723585816-185","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2013-14","","Patrick Beverley","HOU","25","G","56","56","100","228","511","44.6","44.2","0.4"
"1723585816-186","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2013-14","","Tiago Splitter","SAS","29","C","59","59","100","213","508","41.9","47.2","-5.3"
"1723585816-187","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2013-14","","Thabo Sefolosha","OKC","30","G","60","60","100","214","507","42.2","44.9","-2.7"
"1723585816-188","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2013-14","","Shelvin Mack","ATL","24","G","71","71","100","224","504","44.4","43.5","0.9"
"1723585816-189","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2013-14","","Nick Young","LAL","29","F-G","64","64","100","223","502","44.4","44.7","-0.3"
"1723585816-190","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2013-14","","Brian Roberts","NOP","28","G","72","72","100","217","502","43.2","44.2","-1.0"
"1723585816-191","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2013-14","","Kyle O'Quinn","ORL","24","F","65","65","100","219","502","43.6","46.1","-2.5"
"1723585816-192","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2013-14","","Greivis Vasquez","TOR","27","G","78","78","100","212","499","42.5","43.6","-1.1"
"1723585816-193","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2013-14","","Zaza Pachulia","MIL","30","C","52","52","100","260","497","52.3","47.3","5.0"
"1723585816-194","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2013-14","","Jerryd Bayless","BOS","25","G","72","72","100","242","494","49.0","44.1","4.9"
"1723585816-195","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2013-14","","Steve Blake","GSW","34","G","55","55","100","221","494","44.7","43.6","1.2"
"1723585816-196","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2013-14","","Darrell Arthur","DEN","26","F","68","68","100","213","493","43.2","45.8","-2.6"
"1723585816-197","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2013-14","","Andrew Nicholson","ORL","24","F","73","73","100","238","493","48.3","46.0","2.3"
"1723585816-198","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2013-14","","Luis Scola","IND","34","F","81","81","100","211","489","43.1","46.2","-3.0"
"1723585816-199","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2013-14","","Andrea Bargnani","NYK","28","C-F","42","42","100","243","485","50.1","46.7","3.4"
"1723585816-200","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2013-14","","Mike Miller","MEM","34","F","82","82","100","228","476","47.9","44.0","3.9"
"1723585816-201","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2013-14","","Omri Casspi","HOU","26","F","70","70","100","204","475","42.9","45.0","-2.1"
"1723585816-202","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2013-14","","Nick Collison","OKC","33","F-C","80","80","100","210","473","44.4","46.7","-2.3"
"1723585816-203","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2013-14","","Mike Scott","ATL","25","F","79","79","100","225","473","47.6","44.8","2.7"
"1723585816-204","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2013-14","","John Salmons","TOR","34","F-G","77","77","100","202","471","42.9","44.5","-1.7"
"1723585816-205","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2013-14","","Jordan Crawford","GSW","25","G","79","79","100","190","471","40.3","43.2","-2.9"
"1723585816-206","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2013-14","","Kendrick Perkins","OKC","29","C","62","62","100","196","465","42.2","47.5","-5.4"
"1723585816-207","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2013-14","","Evan Fournier","DEN","21","G","73","73","100","221","462","47.8","44.0","3.8"
"1723585816-208","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2013-14","","DeJuan Blair","DAL","25","C-F","75","75","100","232","462","50.2","47.3","2.9"
"1723585816-209","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2013-14","","Patty Mills","SAS","25","G","81","81","100","185","458","40.4","42.8","-2.4"
"1723585816-210","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2013-14","","E'Twaun Moore","ORL","25","G","79","79","100","200","458","43.7","43.6","0.0"
"1723585816-211","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2013-14","","Alan Anderson","BKN","31","F-G","76","76","100","204","454","44.9","44.2","0.7"
