web-scraper-order,web-scraper-start-url,click,Player,Team,Age,GAMES_PLAYED,Min,Deflections,DEF_Loose_Balls_Recovered,Contested_2PT_Shots,Contested_3PT_Shots,Contested_Shots
"1723589370-4718","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","RaiQuan Gray","SAS","24","3","39","4","0","4","6","10"
"1723589370-4719","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Rayan Rupert","POR","20","39","633","33","0","35","28","63"
"1723589370-4720","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Reggie Bullock Jr.","HOU","33","44","417","16","2","23","27","50"
"1723589370-4721","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Reggie Jackson","DEN","34","82","1817","88","14","129","142","271"
"1723589370-4722","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Richaun Holmes","WAS","30","40","554","28","7","95","17","112"
"1723589370-4723","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Ricky Council IV","PHI","22","32","289","24","3","15","11","26"
"1723589370-4724","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Robert Covington","PHI","33","29","488","88","9","38","41","79"
"1723589370-4725","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Robert Williams III","POR","26","6","119","11","0","16","13","29"
"1723589370-4726","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Robin Lopez","MIL","36","16","65","3","0","25","6","31"
"1723589370-4727","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Ron Harper Jr.","TOR","24","1","4","0","0","1","0","1"
"1723589370-4728","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Royce O'Neale","PHX","31","79","1954","125","19","117","122","239"
"1723589370-4729","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Rudy Gobert","MIN","32","76","2593","124","12","705","129","834"
"1723589370-4730","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Rui Hachimura","LAL","26","68","1825","87","18","185","120","305"
"1723589370-4731","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Russell Westbrook","LAC","35","68","1529","124","29","73","59","132"
"1723589370-4732","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Ryan Arcidiacono","NYK","30","20","45","2","2","3","5","8"
"1723589370-4733","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Ryan Rollins","MIL","21","13","78","18","2","7","5","12"
"1723589370-4734","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Saben Lee","PHX","25","24","185","16","2","3","7","10"
"1723589370-4735","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Saddiq Bey","ATL","25","63","2062","89","20","130","76","206"
"1723589370-4736","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Sam Hauser","BOS","26","79","1741","72","11","193","85","278"
"1723589370-4737","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Sam Merrill","CLE","28","61","1069","40","12","69","57","126"
"1723589370-4738","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Sandro Mamukelashvili","SAS","25","46","451","23","9","71","39","110"
"1723589370-4739","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Santi Aldama","MEM","23","61","1618","75","13","218","130","348"
"1723589370-4740","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Sasha Vezenkov","SAC","28","42","511","38","4","64","51","115"
"1723589370-4741","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Scoot Henderson","POR","20","62","1765","106","27","56","120","176"
"1723589370-4742","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Scottie Barnes","TOR","22","60","2094","135","33","262","163","425"
"1723589370-4743","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Scotty Pippen Jr.","MEM","23","21","527","71","8","15","28","43"
"1723589370-4744","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Seth Curry","CHA","33","44","615","42","8","20","38","58"
"1723589370-4745","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Seth Lundy","ATL","24","9","52","3","0","6","3","9"
"1723589370-4746","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Shaedon Sharpe","POR","21","32","1059","56","9","62","65","127"
"1723589370-4747","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Shai Gilgeous-Alexander","OKC","25","75","2553","263","43","206","245","451"
"1723589370-4748","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Shake Milton","NYK","27","48","581","24","5","36","39","75"
"1723589370-4749","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Shaquille Harrison","MEM","30","3","6","1","0","1","1","2"
"1723589370-4750","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Sidy Cissoko","SAS","20","12","141","11","2","16","7","23"
"1723589370-4751","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Simone Fontecchio","DET","28","66","1644","73","18","174","83","257"
"1723589370-4752","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Skylar Mays","LAL","26","38","433","24","6","26","39","65"
"1723589370-4753","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Spencer Dinwiddie","LAL","31","76","2152","85","11","169","129","298"
"1723589370-4754","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Stanley Umude","DET","25","24","307","16","5","35","40","75"
"1723589370-4755","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Stephen Curry","GSW","36","74","2422","117","28","113","190","303"
"1723589370-4756","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Svi Mykhailiuk","BOS","27","41","413","23","2","19","20","39"
"1723589370-4757","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","T.J. McConnell","IND","32","71","1291","142","38","43","50","93"
"1723589370-4758","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","T.J. Warren","MIN","30","11","125","7","2","8","2","10"
"1723589370-4759","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Taj Gibson","DET","39","20","204","10","0","29","15","44"
"1723589370-4760","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Talen Horton-Tucker","UTA","23","51","1009","85","14","59","80","139"
"1723589370-4761","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Tari Eason","HOU","23","22","480","58","11","74","45","119"
"1723589370-4762","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Taurean Prince","LAL","30","78","2108","120","36","166","131","297"
"1723589370-4763","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Taylor Hendricks","UTA","20","40","856","48","6","112","64","176"
"1723589370-4764","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Taze Moore","POR","26","4","40","3","2","0","1","1"
"1723589370-4765","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Terance Mann","LAC","27","75","1873","71","12","119","69","188"
"1723589370-4766","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Terquavion Smith","PHI","21","16","85","6","0","1","8","9"
"1723589370-4767","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Terry Rozier","MIA","30","61","2040","91","28","82","145","227"
"1723589370-4768","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Terry Taylor","CHI","24","31","188","10","1","19","20","39"
"1723589370-4769","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Thaddeus Young","PHX","36","33","440","41","5","54","37","91"
"1723589370-4770","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Thanasis Antetokounmpo","MIL","31","34","155","17","3","11","16","27"
"1723589370-4771","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Theo Maledon","PHX","23","17","213","10","4","9","17","26"
"1723589370-4772","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Thomas Bryant","MIA","26","38","441","16","2","105","14","119"
"1723589370-4773","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Tim Hardaway Jr.","DAL","32","79","2120","67","21","120","138","258"
"1723589370-4774","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Timmy Allen","MEM","24","5","125","6","0","1","10","11"
"1723589370-4775","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Tobias Harris","PHI","31","70","2368","110","29","161","157","318"
"1723589370-4776","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Torrey Craig","CHI","33","53","1049","67","18","105","108","213"
"1723589370-4777","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Tosan Evbuomwan","DET","23","17","367","15","3","51","27","78"
"1723589370-4778","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Toumani Camara","POR","24","70","1739","141","21","189","117","306"
"1723589370-4779","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Trae Young","ATL","25","54","1942","129","19","35","96","131"
"1723589370-4780","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Trayce Jackson-Davis","GSW","24","68","1130","50","10","323","101","424"
"1723589370-4781","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Tre Jones","SAS","24","77","2138","170","37","122","74","196"
"1723589370-4782","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Tre Mann","CHA","23","41","987","89","10","50","63","113"
"1723589370-4783","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Trendon Watford","BKN","23","63","857","43","21","70","79","149"
"1723589370-4784","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Trent Forrest","ATL","26","38","414","28","5","18","23","41"
"1723589370-4785","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Trevelin Queen","ORL","27","14","165","16","2","23","8","31"
"1723589370-4786","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Trey Jemison","MEM","24","25","574","29","7","130","55","185"
"1723589370-4787","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Trey Lyles","SAC","28","58","1158","49","12","118","90","208"
"1723589370-4788","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Trey Murphy III","NOP","24","57","1690","95","21","112","120","232"
"1723589370-4789","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Tristan Thompson","CLE","33","49","549","28","6","107","53","160"
"1723589370-4790","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Tristan Vukcevic","WAS","21","10","153","5","2","39","9","48"
"1723589370-4791","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Troy Brown Jr.","DET","24","59","827","47","12","74","53","127"
"1723589370-4792","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Ty Jerome","CLE","26","2","15","1","0","2","0","2"
"1723589370-4793","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","TyTy Washington Jr.","MIL","22","11","56","3","2","3","6","9"
"1723589370-4794","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Tyler Herro","MIA","24","42","1407","51","18","69","88","157"
"1723589370-4795","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Tyrese Haliburton","IND","24","69","2224","154","32","108","122","230"
"1723589370-4796","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Tyrese Maxey","PHI","23","70","2626","111","46","102","119","221"
"1723589370-4797","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Tyus Jones","WAS","28","66","1933","127","23","43","74","117"
"1723589370-4798","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Udoka Azubuike","PHX","24","16","113","5","0","23","7","30"
"1723589370-4799","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Usman Garuba","GSW","22","6","18","5","0","9","0","9"
"1723589370-4800","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Vasilije Micic","CHA","30","60","1176","70","16","16","35","51"
"1723589370-4801","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Victor Wembanyama","SAS","20","71","2106","204","20","511","133","644"
"1723589370-4802","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Vince Williams Jr.","MEM","23","52","1437","121","16","96","76","172"
"1723589370-4803","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Vit Krejci","ATL","24","22","541","30","7","44","34","78"
"1723589370-4804","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Walker Kessler","UTA","22","64","1493","48","4","550","117","667"
